epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,160.917,0.78604,0.5921,0.98301,0.99525,1,0.995,0.8111,0.5809,0.34431,0.98282,0.0005744,0.0005744,0.0005744
74,162.724,0.75688,0.53883,0.97928,0.99525,1,0.995,0.82279,0.64171,0.35794,1.01748,0.0005546,0.0005546,0.0005546
75,164.612,0.73822,0.52045,0.96148,0.99525,1,0.995,0.82636,0.65194,0.35706,1.04621,0.0005348,0.0005348,0.0005348
76,166.522,0.7413,0.55306,1.00698,0.99548,1,0.995,0.8354,0.6122,0.35046,1.04491,0.000515,0.000515,0.000515
77,168.611,0.80123,0.57068,0.98086,0.99537,1,0.995,0.8682,0.55095,0.37084,1.01512,0.0004952,0.0004952,0.0004952
78,171.313,0.74794,0.5239,0.97794,0.9953,1,0.995,0.87066,0.55786,0.35978,0.99813,0.0004754,0.0004754,0.0004754
79,173.522,0.83777,0.59232,1.03088,0.99526,1,0.995,0.84149,0.59617,0.34417,0.97097,0.0004556,0.0004556,0.0004556
80,175.359,0.74628,0.53058,0.9944,0.99534,1,0.995,0.87689,0.54617,0.34107,0.94063,0.0004358,0.0004358,0.0004358
81,177.239,0.68678,0.49975,0.94575,0.99518,1,0.995,0.90619,0.54878,0.34268,0.94388,0.000416,0.000416,0.000416
82,179.118,0.74814,0.52854,0.95462,0.99532,1,0.995,0.89818,0.54351,0.33964,0.95592,0.0003962,0.0003962,0.0003962
83,180.935,0.7115,0.51318,0.97336,0.99535,1,0.995,0.88084,0.54472,0.32359,0.98099,0.0003764,0.0003764,0.0003764
84,183.186,0.70434,0.52213,0.95991,0.99541,1,0.995,0.86984,0.52186,0.30613,0.9818,0.0003566,0.0003566,0.0003566
85,185.88,0.7568,0.52509,0.96124,0.99535,1,0.995,0.86451,0.52588,0.31756,0.97339,0.0003368,0.0003368,0.0003368
86,187.882,0.6737,0.49569,0.95082,0.9953,1,0.995,0.87251,0.53089,0.3082,0.97735,0.000317,0.000317,0.000317
87,189.693,0.68731,0.48574,0.95881,0.99528,1,0.995,0.8645,0.53579,0.30563,0.98317,0.0002972,0.0002972,0.0002972
88,191.526,0.70119,0.47259,0.93838,0.99534,1,0.995,0.8755,0.54482,0.30584,0.98763,0.0002774,0.0002774,0.0002774
89,193.347,0.72532,0.49376,0.96936,0.99543,1,0.995,0.87665,0.54549,0.3191,0.98349,0.0002576,0.0002576,0.0002576
90,195.195,0.70836,0.51743,0.96643,0.99543,1,0.995,0.88493,0.52448,0.31595,0.97173,0.0002378,0.0002378,0.0002378
91,199.864,0.56214,0.48435,0.90804,0.99534,1,0.995,0.88518,0.52581,0.31486,0.96045,0.000218,0.000218,0.000218
92,202.391,0.60626,0.47589,0.93698,0.99536,1,0.995,0.87315,0.5215,0.33099,0.94957,0.0001982,0.0001982,0.0001982
93,204.211,0.56681,0.47157,0.9257,0.99521,1,0.995,0.87627,0.52083,0.3498,0.95387,0.0001784,0.0001784,0.0001784
94,206.015,0.56628,0.46592,0.89618,0.99506,1,0.995,0.87724,0.5148,0.34646,0.95703,0.0001586,0.0001586,0.0001586
95,207.729,0.58784,0.44537,0.90691,0.99506,1,0.995,0.87787,0.51041,0.33502,0.95487,0.0001388,0.0001388,0.0001388
96,209.502,0.62315,0.46176,0.94287,0.99506,1,0.995,0.87455,0.5013,0.33602,0.95198,0.000119,0.000119,0.000119
97,211.633,0.52165,0.40515,0.87755,0.99515,1,0.995,0.8853,0.49636,0.33775,0.94819,9.92e-05,9.92e-05,9.92e-05
98,214.201,0.52615,0.41812,0.86796,0.99518,1,0.995,0.88384,0.49416,0.33343,0.94616,7.94e-05,7.94e-05,7.94e-05
99,216.248,0.5399,0.42508,0.88852,0.99528,1,0.995,0.89411,0.49788,0.33037,0.94498,5.96e-05,5.96e-05,5.96e-05
100,218.002,0.54191,0.41753,0.90102,0.99528,1,0.995,0.89411,0.49937,0.3257,0.94545,3.98e-05,3.98e-05,3.98e-05
